invoiceId,customerId,customerName,customerSegment,issueDate,dueDate,paidDate,amount,amountPaid,paymentMethod,attempts,previousLateInvoices,creditLimit,openBalance
INV-104451,CUST-01517,Agro Fernandes Eireli,MID,2026-01-11,2026-02-10,2026-02-09,16040.24,16040.24,PIX,1,1,50000.00,0.00
INV-104456,CUST-01182,Agro Castro Comercial,SMB,2026-01-11,2026-02-10,2026-03-21,2402.29,2402.29,BOLETO,3,0,30000.00,0.00
INV-104588,CUST-01072,Metalúrgica Barros do Brasil,SMB,2026-01-11,2026-02-25,2026-02-26,5470.26,5470.26,CREDIT_CARD,1,1,10000.00,0.00
INV-104699,CUST-01392,Têxtil Nogueira S.A.,SMB,2026-01-11,2026-02-25,2026-02-25,665.65,665.65,BOLETO,1,0,20000.00,167.47
INV-104720,CUST-01292,Transportes Pinto ME,SMB,2026-01-11,2026-02-10,,633.75,0.00,BOLETO,2,0,15000.00,0.00
INV-104812,CUST-01287,Varejo Martins,SMB,2026-01-11,2026-02-10,,3538.95,0.00,CREDIT_CARD,2,0,5000.00,0.00
INV-104940,CUST-01065,Indústria Ferreira Eireli,SMB,2026-01-11,2026-02-10,,1324.36,0.00,BOLETO,1,0,10000.00,773.84
INV-105038,CUST-01246,Alimentos Teixeira Eireli,SMB,2026-01-11,2026-02-10,2026-02-05,533.07,533.07,PIX,1,1,15000.00,369.89
INV-105067,CUST-01443,Soluções Ferreira,SMB,2026-01-11,2026-02-25,2026-02-26,949.56,949.56,BOLETO,1,0,20000.00,0.00
INV-105229,CUST-01504,Mineração Santos do Brasil,MID,2026-01-11,2026-02-10,2026-02-11,30052.89,30052.89,PIX,1,0,80000.00,0.00
INV-105384,CUST-01089,Agro Cardoso Comercial,SMB,2026-01-11,2026-01-26,2026-03-01,1461.26,1461.26,BANK_TRANSFER,2,1,50000.00,771.16
INV-105459,CUST-01099,Agro Fernandes do Brasil,SMB,2026-01-11,2026-02-10,2026-02-06,1746.35,1746.35,PIX,1,4,30000.00,963.00
INV-105689,CUST-01167,Soluções Pinto Eireli,SMB,2026-01-11,2026-02-10,,1073.82,176.58,BOLETO,3,0,10000.00,0.00
INV-105718,CUST-01298,Farma Cardoso ME,ENT,2026-01-11,2026-02-10,2026-02-10,20767.11,20767.11,BANK_TRANSFER,1,3,1500000.00,0.00
INV-105761,CUST-01421,Madeireira Cardoso,SMB,2026-01-11,2026-02-10,2026-02-06,1159.21,1159.21,PIX,1,0,15000.00,185.82
INV-105897,CUST-01245,Varejo Gomes,MID,2026-01-11,2026-02-10,,24601.34,6151.61,BANK_TRANSFER,5,1,120000.00,7097.99
INV-105994,CUST-01224,Farma Rodrigues Comercial,SMB,2026-01-11,2026-02-10,,935.53,671.30,CREDIT_CARD,1,0,20000.00,0.00
INV-106036,CUST-01125,Importadora Gomes,SMB,2026-01-11,2026-02-10,2026-02-08,1783.49,1783.49,PIX,2,0,20000.00,0.00
INV-106095,CUST-01482,Têxtil Ribeiro Comercial,SMB,2026-01-11,2026-02-10,2026-03-19,1112.80,1112.80,BOLETO,3,3,20000.00,1848.89
INV-106146,CUST-01300,Metalúrgica Almeida Comercial,SMB,2026-01-11,2026-02-10,2026-02-07,5983.00,5983.00,PIX,2,0,30000.00,1109.62
INV-106242,CUST-01311,Tecnologia Gomes ME,SMB,2026-01-11,2026-02-10,2026-02-08,674.68,674.68,BOLETO,1,0,20000.00,0.00
INV-106243,CUST-01032,Agro Barros Comercial,SMB,2026-01-11,2026-02-10,2026-02-12,5187.19,5187.19,PIX,1,0,15000.00,0.00
INV-106426,CUST-01407,Construtora Lima do Brasil,MID,2026-01-11,2026-02-10,,10666.45,3301.62,BOLETO,2,1,80000.00,0.00
INV-106574,CUST-01007,Climatização Cardoso Ltda,MID,2026-01-11,2026-02-10,2026-02-07,3323.98,3323.98,PIX,2,1,50000.00,182.47
INV-106594,CUST-01218,Engenharia Pinto do Brasil,SMB,2026-01-11,2026-02-25,2026-03-27,3256.20,3256.20,PIX,1,0,20000.00,0.00
INV-106637,CUST-01158,Comércio Moreira,SMB,2026-01-11,2026-02-10,2026-02-05,3976.96,3976.96,BOLETO,1,1,30000.00,793.88
INV-106639,CUST-01588,Madeireira Barros S.A.,SMB,2026-01-11,2026-02-10,,542.09,251.21,BANK_TRANSFER,5,0,30000.00,0.00
INV-106653,CUST-01231,Refrigeração Nogueira ME,SMB,2026-01-11,2026-01-26,2026-01-24,1409.92,1409.92,PIX,1,0,10000.00,0.00
INV-107125,CUST-01391,Varejo Castro do Brasil,SMB,2026-01-11,2026-02-10,2026-02-14,602.02,602.02,PIX,3,1,10000.00,1135.49
INV-107344,CUST-01517,Agro Fernandes Eireli,MID,2026-01-11,2026-01-26,2026-01-26,13610.46,13610.46,PIX,1,1,50000.00,0.00
INV-107385,CUST-01291,Tecnologia Pinto do Brasil,MID,2026-01-11,2026-02-10,,19509.88,0.00,BANK_TRANSFER,3,0,200000.00,15333.64
INV-107458,CUST-01041,Agro Ferreira S.A.,SMB,2026-01-11,2026-02-10,2026-02-09,972.64,972.64,BOLETO,2,3,30000.00,0.00
INV-107618,CUST-01071,Metalúrgica Pinto Ltda,SMB,2026-01-11,2026-02-10,,154.20,0.00,BOLETO,3,5,10000.00,42.65
INV-107675,CUST-01196,Transportes Gomes S.A.,SMB,2026-01-11,2026-02-25,2026-02-27,4354.11,4354.11,BOLETO,1,0,20000.00,0.00
INV-107684,CUST-01533,Transportes Lima Ltda,SMB,2026-01-11,2026-01-26,2026-03-03,3998.37,3998.37,BANK_TRANSFER,2,8,5000.00,5181.56
INV-107800,CUST-01484,Gráfica Oliveira do Brasil,SMB,2026-01-11,2026-02-25,,2120.78,827.48,BOLETO,2,0,10000.00,1945.86
INV-100157,CUST-01002,Climatização Souza ME,SMB,2026-01-12,2026-02-26,,534.11,299.00,PIX,2,0,50000.00,0.00
INV-100161,CUST-01231,Refrigeração Nogueira ME,SMB,2026-01-12,2026-02-26,2026-02-28,4395.67,4395.67,PIX,1,0,10000.00,0.00
INV-100253,CUST-01010,Metalúrgica Gomes do Brasil,SMB,2026-01-12,2026-02-11,,877.28,648.86,PIX,2,2,5000.00,0.00
INV-100275,CUST-01282,Engenharia Mendes Ltda,SMB,2026-01-12,2026-02-26,2026-02-23,4208.88,4208.88,PIX,1,0,15000.00,0.00
INV-100300,CUST-01428,Madeireira Coelho do Brasil,MID,2026-01-12,2026-02-11,2026-02-11,11754.20,11754.20,PIX,1,0,80000.00,5611.90
INV-100406,CUST-01520,Exportadora Mendes ME,SMB,2026-01-12,2026-02-11,,483.63,250.47,PIX,3,0,5000.00,0.00
INV-100525,CUST-01397,Transportes Andrade do Brasil,MID,2026-01-12,2026-02-11,2026-02-24,20007.81,20007.81,PIX,1,0,50000.00,0.00
INV-100535,CUST-01026,Refrigeração Nogueira Comercial,SMB,2026-01-12,2026-02-11,2026-02-11,3668.56,3668.56,BOLETO,1,0,30000.00,0.00
INV-100784,CUST-01130,Construtora Rodrigues Comercial,MID,2026-01-12,2026-02-11,,12525.22,5041.71,BOLETO,1,0,120000.00,0.00
INV-100806,CUST-01260,Engenharia Ferreira Ltda,SMB,2026-01-12,2026-01-27,,2023.35,0.00,PIX,2,2,15000.00,0.00
INV-100947,CUST-01245,Varejo Gomes,MID,2026-01-12,2026-02-11,2026-02-08,14102.36,14102.36,PIX,2,1,120000.00,0.00
INV-100971,CUST-01351,Editora Gomes Ltda,SMB,2026-01-12,2026-01-27,2026-01-26,1987.84,1987.84,BANK_TRANSFER,1,0,15000.00,0.00
INV-100998,CUST-01242,Refrigeração Carvalho,MID,2026-01-12,2026-02-11,2026-02-13,36841.85,36841.85,BOLETO,2,0,200000.00,9113.96
INV-101068,CUST-01233,Logística Andrade Eireli,SMB,2026-01-12,2026-02-11,2026-02-06,1374.61,1374.61,PIX,2,0,30000.00,0.00
INV-101081,CUST-01377,Tecnologia Cardoso Ltda,SMB,2026-01-12,2026-02-11,,3496.45,460.41,BOLETO,5,2,30000.00,0.00
INV-101090,CUST-01539,Gráfica Moreira Ltda,SMB,2026-01-12,2026-02-11,2026-02-07,548.96,548.96,BOLETO,1,1,5000.00,0.00
INV-101328,CUST-01132,Alimentos Barros Eireli,MID,2026-01-12,2026-02-11,2026-02-12,6142.28,6142.28,PIX,1,1,50000.00,2562.46
INV-101336,CUST-01556,Metalúrgica Almeida Ltda,SMB,2026-01-12,2026-02-26,2026-02-23,2381.34,2381.34,BOLETO,2,0,50000.00,1810.18
INV-101375,CUST-01089,Agro Cardoso Comercial,SMB,2026-01-12,2026-01-27,,1576.74,0.00,PIX,4,1,50000.00,0.00
INV-101465,CUST-01544,Climatização Oliveira Eireli,SMB,2026-01-12,2026-02-11,2026-02-10,154.99,154.99,CREDIT_CARD,1,0,50000.00,0.00
INV-101567,CUST-01268,Soluções Rodrigues,MID,2026-01-12,2026-01-27,,30239.63,17238.83,BOLETO,5,0,50000.00,0.00
INV-101759,CUST-01094,Alimentos Nogueira Comercial,MID,2026-01-12,2026-02-11,2026-02-10,29509.14,29509.14,BOLETO,1,1,80000.00,0.00
INV-101760,CUST-01020,Agro Castro,SMB,2026-01-12,2026-02-11,,2266.27,1113.34,PIX,1,1,20000.00,2932.94
INV-101794,CUST-01184,Serviços Oliveira,SMB,2026-01-12,2026-01-27,,3654.65,1786.76,BOLETO,3,0,20000.00,0.00
INV-101833,CUST-01485,Distribuidora Souza Ltda,MID,2026-01-12,2026-02-26,2026-03-17,15627.40,15627.40,BOLETO,2,9,300000.00,0.00
INV-101910,CUST-01366,Distribuidora Lima do Brasil,MID,2026-01-12,2026-02-11,2026-04-03,14049.93,14049.93,BANK_TRANSFER,2,2,50000.00,0.00
INV-102014,CUST-01331,Logística Almeida S.A.,MID,2026-01-12,2026-02-11,,15488.72,0.00,PIX,3,0,80000.00,0.00
INV-102171,CUST-01051,Indústria Rocha S.A.,MID,2026-01-12,2026-02-11,2026-02-06,10370.06,10370.06,BANK_TRANSFER,1,0,120000.00,0.00
INV-102204,CUST-01431,Atacadista Costa Comercial,SMB,2026-01-12,2026-02-11,,4355.77,1460.22,BOLETO,5,0,20000.00,0.00
INV-102281,CUST-01148,Farma Fernandes ME,MID,2026-01-12,2026-02-11,,8852.27,4939.91,BANK_TRANSFER,4,0,300000.00,0.00
INV-102345,CUST-01089,Agro Cardoso Comercial,SMB,2026-01-12,2026-02-11,2026-03-06,1286.74,1286.74,CREDIT_CARD,2,1,50000.00,18.90
INV-102402,CUST-01372,Editora Martins do Brasil,SMB,2026-01-12,2026-01-27,2026-01-28,5338.89,5338.89,PIX,1,0,15000.00,0.00
INV-102575,CUST-01488,Serviços Ferreira S.A.,SMB,2026-01-12,2026-02-11,2026-02-11,646.44,646.44,BOLETO,1,0,10000.00,0.00
INV-102667,CUST-01468,Serviços Gomes do Brasil,SMB,2026-01-12,2026-02-26,2026-03-06,1143.51,1143.51,BOLETO,3,0,50000.00,0.00
INV-102895,CUST-01217,Gráfica Nogueira Comercial,SMB,2026-01-12,2026-01-27,,1078.01,767.23,BOLETO,3,3,50000.00,685.01
INV-103039,CUST-01244,Varejo Gomes,SMB,2026-01-12,2026-02-11,2026-02-06,2049.03,2049.03,PIX,1,0,5000.00,0.00
INV-103062,CUST-01581,Climatização Gomes do Brasil,SMB,2026-01-12,2026-02-11,2026-02-22,1199.32,1199.32,PIX,2,1,15000.00,255.71
INV-103073,CUST-01258,Metalúrgica Souza ME,SMB,2026-01-12,2026-02-11,2026-02-06,1342.75,1342.75,CREDIT_CARD,1,1,30000.00,0.00
INV-103089,CUST-01318,Madeireira Pereira do Brasil,SMB,2026-01-12,2026-02-11,,3134.07,1017.93,BOLETO,6,0,5000.00,0.00
INV-103175,CUST-01098,Engenharia Coelho Comercial,MID,2026-01-12,2026-02-11,2026-02-09,16470.96,16470.96,BANK_TRANSFER,1,0,50000.00,168.37
INV-103186,CUST-01005,Gráfica Rodrigues,SMB,2026-01-12,2026-02-26,2026-03-06,287.87,287.87,CREDIT_CARD,3,3,5000.00,0.00
INV-103362,CUST-01311,Tecnologia Gomes ME,SMB,2026-01-12,2026-01-27,2026-01-28,403.22,403.22,PIX,1,0,20000.00,40.86
INV-103413,CUST-01308,Mineração Ribeiro Comercial,SMB,2026-01-12,2026-02-11,2026-02-06,1353.68,1353.68,BOLETO,1,0,5000.00,0.00
INV-103455,CUST-01030,Indústria Santos ME,MID,2026-01-12,2026-01-27,2026-01-28,10912.02,10912.02,BOLETO,2,1,300000.00,0.00
INV-103511,CUST-01340,Soluções Lima ME,SMB,2026-01-12,2026-02-11,2026-02-10,1626.29,1626.29,BOLETO,1,2,20000.00,0.00
INV-103574,CUST-01198,Metalúrgica Ribeiro,SMB,2026-01-12,2026-02-26,2026-02-27,343.00,343.00,CREDIT_CARD,1,1,5000.00,0.00
INV-103578,CUST-01096,Engenharia Barros Eireli,SMB,2026-01-12,2026-02-11,2026-02-11,2641.54,2641.54,BOLETO,1,0,50000.00,0.00
INV-103755,CUST-01254,Exportadora Rodrigues Ltda,SMB,2026-01-12,2026-02-11,2026-02-12,1932.41,1932.41,PIX,1,0,10000.00,2139.32
INV-104095,CUST-01384,Tecnologia Ribeiro do Brasil,SMB,2026-01-12,2026-02-11,2026-02-13,3109.40,3109.40,BOLETO,1,0,30000.00,0.00
INV-104111,CUST-01460,Madeireira Souza Eireli,SMB,2026-01-12,2026-02-11,2026-02-11,2432.14,2432.14,CREDIT_CARD,1,0,5000.00,681.85
INV-104246,CUST-01319,Exportadora Pereira Comercial,SMB,2026-01-12,2026-02-11,2026-02-09,772.43,772.43,PIX,1,0,30000.00,0.00
INV-104249,CUST-01592,Distribuidora Rodrigues Ltda,SMB,2026-01-12,2026-01-27,2026-01-23,2387.51,2387.51,PIX,1,0,50000.00,0.00
INV-104261,CUST-01126,Transportes Ribeiro Comercial,SMB,2026-01-12,2026-02-11,,1500.29,0.00,BOLETO,2,0,10000.00,830.33
INV-104304,CUST-01182,Agro Castro Comercial,SMB,2026-01-12,2026-02-11,2026-02-08,2042.41,2042.41,BANK_TRANSFER,1,0,30000.00,0.00
INV-104333,CUST-01409,Têxtil Nogueira Comercial,SMB,2026-01-12,2026-02-11,2026-02-06,1112.65,1112.65,PIX,1,0,5000.00,0.00
INV-104381,CUST-01253,Engenharia Teixeira ME,SMB,2026-01-12,2026-02-11,2026-02-11,1261.44,1261.44,BOLETO,1,4,50000.00,0.00
INV-104499,CUST-01141,Indústria Barros do Brasil,SMB,2026-01-12,2026-02-11,,4534.26,0.00,CREDIT_CARD,4,1,5000.00,1354.47
INV-104506,CUST-01364,Distribuidora Santos do Brasil,SMB,2026-01-12,2026-02-11,2026-02-21,2389.62,2389.62,BANK_TRANSFER,2,0,15000.00,759.56
INV-104566,CUST-01415,Construtora Santos Eireli,SMB,2026-01-12,2026-02-11,2026-02-09,2934.69,2934.69,BOLETO,1,5,30000.00,685.16
INV-104638,CUST-01367,Climatização Oliveira Eireli,SMB,2026-01-12,2026-02-11,2026-02-08,4416.19,4416.19,BOLETO,1,1,10000.00,0.00
INV-104693,CUST-01062,Exportadora Oliveira Eireli,SMB,2026-01-12,2026-02-11,2026-02-10,3221.55,3221.55,PIX,2,0,20000.00,1650.97
INV-104759,CUST-01191,Importadora Nogueira Comercial,MID,2026-01-12,2026-02-11,,19165.29,14849.80,BANK_TRANSFER,2,0,300000.00,0.00
INV-104993,CUST-01003,Metalúrgica Coelho Ltda,SMB,2026-01-12,2026-02-11,2026-03-19,4008.34,4008.34,BOLETO,3,0,10000.00,0.00
INV-105272,CUST-01568,Logística Barros Comercial,SMB,2026-01-12,2026-01-27,,3901.86,0.00,BOLETO,1,0,5000.00,0.00
INV-105382,CUST-01102,Serviços Pinto ME,SMB,2026-01-12,2026-02-11,,1687.99,0.00,PIX,4,2,50000.00,459.12
INV-105526,CUST-01230,Transportes Fernandes Ltda,MID,2026-01-12,2026-02-11,,8495.44,0.00,BOLETO,1,0,120000.00,0.00
INV-105677,CUST-01307,Climatização Cardoso ME,SMB,2026-01-12,2026-02-11,2026-02-06,2553.12,2553.12,BOLETO,1,0,10000.00,648.45
INV-105851,CUST-01373,Varejo Pinto Eireli,MID,2026-01-12,2026-02-11,2026-02-10,4877.96,4877.96,PIX,2,3,120000.00,0.00
INV-105855,CUST-01495,Têxtil Barros S.A.,SMB,2026-01-12,2026-01-27,2026-01-22,3758.43,3758.43,CREDIT_CARD,2,0,50000.00,1458.55
INV-105857,CUST-01030,Indústria Santos ME,MID,2026-01-12,2026-01-27,2026-01-27,16804.70,16804.70,BOLETO,1,1,300000.00,0.00
INV-105916,CUST-01315,Soluções Cardoso Eireli,SMB,2026-01-12,2026-02-11,2026-02-12,765.52,765.52,PIX,1,0,5000.00,0.00
INV-106064,CUST-01127,Varejo Pereira,SMB,2026-01-12,2026-02-26,2026-02-23,2508.53,2508.53,BOLETO,1,0,5000.00,0.00
INV-106065,CUST-01082,Logística Moreira S.A.,SMB,2026-01-12,2026-02-11,2026-02-06,1089.19,1089.19,BOLETO,1,8,50000.00,759.48
INV-106478,CUST-01017,Tecnologia Coelho Eireli,SMB,2026-01-12,2026-02-11,2026-03-13,2059.81,2059.81,CREDIT_CARD,2,0,30000.00,0.00
INV-106645,CUST-01115,Serviços Vargas S.A.,SMB,2026-01-12,2026-02-11,2026-03-29,1287.55,1287.55,BOLETO,4,3,5000.00,0.00
INV-106791,CUST-01101,Editora Fernandes do Brasil,SMB,2026-01-12,2026-02-11,,1011.66,0.00,BOLETO,2,5,5000.00,0.00
INV-106862,CUST-01312,Varejo Fernandes S.A.,SMB,2026-01-12,2026-02-11,2026-02-09,380.74,380.74,PIX,1,1,30000.00,0.00
INV-107028,CUST-01074,Agro Pinto Eireli,MID,2026-01-12,2026-02-26,2026-02-22,2574.82,2574.82,CREDIT_CARD,1,0,80000.00,0.00
INV-107084,CUST-01491,Serviços Moreira S.A.,ENT,2026-01-12,2026-02-11,,46070.33,23602.66,PIX,2,1,3000000.00,0.00
INV-107156,CUST-01473,Madeireira Coelho,SMB,2026-01-12,2026-02-11,2026-02-13,4839.20,4839.20,BOLETO,1,3,10000.00,0.00
INV-107203,CUST-01192,Varejo Castro Comercial,SMB,2026-01-12,2026-02-11,2026-02-09,3501.08,3501.08,BANK_TRANSFER,1,0,30000.00,2006.27
INV-107368,CUST-01498,Logística Martins Ltda,ENT,2026-01-12,2026-02-11,2026-02-11,26389.52,26389.52,BANK_TRANSFER,1,0,800000.00,0.00
INV-107574,CUST-01387,Alimentos Ribeiro Eireli,SMB,2026-01-12,2026-02-11,2026-02-08,615.82,615.82,PIX,2,0,10000.00,0.00
INV-107588,CUST-01201,Agro Ferreira Comercial,MID,2026-01-12,2026-02-11,2026-03-18,19714.68,19714.68,PIX,1,0,120000.00,0.00
INV-107673,CUST-01315,Soluções Cardoso Eireli,SMB,2026-01-12,2026-02-11,2026-02-12,1191.00,1191.00,BOLETO,1,0,5000.00,265.10
INV-107678,CUST-01181,Logística Lima,MID,2026-01-12,2026-02-11,2026-04-12,4517.62,4517.62,PIX,2,8,50000.00,2115.08
INV-107726,CUST-01247,Atacadista Pinto Eireli,SMB,2026-01-12,2026-02-11,,500.58,395.73,BOLETO,2,0,10000.00,0.00
INV-107775,CUST-01058,Transportes Carvalho do Brasil,SMB,2026-01-12,2026-02-11,,1351.32,905.61,BOLETO,1,0,5000.00,0.00
INV-107861,CUST-01558,Logística Barros Eireli,SMB,2026-01-12,2026-02-11,2026-02-08,2819.43,2819.43,PIX,1,1,10000.00,1969.23
INV-100057,CUST-01384,Tecnologia Ribeiro do Brasil,SMB,2026-01-13,2026-01-28,2026-01-29,1249.63,1249.63,BOLETO,1,0,30000.00,0.00
INV-100122,CUST-01461,Engenharia Moreira Ltda,MID,2026-01-13,2026-02-12,,21589.19,14143.03,CREDIT_CARD,6,0,80000.00,0.00
INV-100159,CUST-01071,Metalúrgica Pinto Ltda,SMB,2026-01-13,2026-02-12,2026-02-12,429.72,429.72,BANK_TRANSFER,1,5,10000.00,0.00
INV-100417,CUST-01324,Têxtil Coelho S.A.,MID,2026-01-13,2026-01-28,,50.00,17.38,BOLETO,5,3,50000.00,0.00
INV-100660,CUST-01490,Importadora Carvalho Eireli,SMB,2026-01-13,2026-01-28,2026-01-23,806.48,806.48,PIX,1,1,15000.00,0.00
INV-100789,CUST-01506,Indústria Almeida,SMB,2026-01-13,2026-01-28,2026-01-28,2715.98,2715.98,BOLETO,1,0,15000.00,0.00
INV-100795,CUST-01123,Refrigeração Coelho Ltda,SMB,2026-01-13,2026-01-28,2026-01-25,3106.84,3106.84,BOLETO,2,1,50000.00,0.00
INV-100834,CUST-01540,Importadora Andrade Comercial,MID,2026-01-13,2026-02-12,2026-02-13,10141.04,10141.04,BANK_TRANSFER,1,0,80000.00,0.00
INV-100983,CUST-01180,Distribuidora Ferreira do Brasil,SMB,2026-01-13,2026-02-12,2026-02-14,2503.82,2503.82,PIX,1,0,30000.00,0.00
INV-101026,CUST-01048,Gráfica Lima do Brasil,MID,2026-01-13,2026-01-28,2026-01-24,5095.83,5095.83,PIX,2,1,80000.00,13390.48
INV-101156,CUST-01125,Importadora Gomes,SMB,2026-01-13,2026-02-12,2026-02-10,1069.47,1069.47,BANK_TRANSFER,2,0,20000.00,517.71
INV-101274,CUST-01328,Tecnologia Vargas do Brasil,SMB,2026-01-13,2026-01-28,2026-01-26,1080.14,1080.14,PIX,2,2,10000.00,0.00
INV-101279,CUST-01103,Varejo Costa ME,SMB,2026-01-13,2026-02-12,,2620.44,788.49,BOLETO,1,0,10000.00,0.00
INV-101343,CUST-01163,Editora Ferreira Ltda,MID,2026-01-13,2026-02-27,,5085.13,1746.16,CREDIT_CARD,1,2,300000.00,0.00
INV-101359,CUST-01039,Refrigeração Cardoso Eireli,MID,2026-01-13,2026-02-27,2026-02-26,4388.42,4388.42,BANK_TRANSFER,1,0,80000.00,1281.98
INV-101473,CUST-01557,Alimentos Costa Ltda,SMB,2026-01-13,2026-02-27,2026-02-26,2599.59,2599.59,BOLETO,1,0,10000.00,0.00
INV-101484,CUST-01282,Engenharia Mendes Ltda,SMB,2026-01-13,2026-02-12,2026-02-14,1868.24,1868.24,PIX,1,0,15000.00,0.00
INV-101586,CUST-01498,Logística Martins Ltda,ENT,2026-01-13,2026-01-28,2026-01-30,105668.41,105668.41,BANK_TRANSFER,1,0,800000.00,39876.95
INV-101701,CUST-01068,Varejo Martins,SMB,2026-01-13,2026-02-12,2026-02-09,3673.23,3673.23,PIX,2,5,50000.00,0.00
INV-101736,CUST-01217,Gráfica Nogueira Comercial,SMB,2026-01-13,2026-02-12,2026-02-16,632.56,632.56,BANK_TRANSFER,2,3,50000.00,319.97
INV-101904,CUST-01581,Climatização Gomes do Brasil,SMB,2026-01-13,2026-02-12,2026-02-09,649.26,649.26,BANK_TRANSFER,1,1,15000.00,0.00
INV-102006,CUST-01085,Soluções Moreira do Brasil,MID,2026-01-13,2026-02-12,2026-02-08,12235.74,12235.74,BOLETO,1,0,80000.00,0.00
INV-102037,CUST-01130,Construtora Rodrigues Comercial,MID,2026-01-13,2026-02-12,,18500.44,8161.41,PIX,2,0,120000.00,7472.44
INV-102047,CUST-01153,Varejo Carvalho ME,MID,2026-01-13,2026-01-28,2026-01-29,18574.43,18574.43,BOLETO,1,0,120000.00,0.00
INV-102079,CUST-01166,Transportes Souza,SMB,2026-01-13,2026-02-12,2026-02-14,3095.17,3095.17,BOLETO,1,0,10000.00,913.07
INV-102094,CUST-01357,Gráfica Andrade,SMB,2026-01-13,2026-02-12,2026-02-09,2604.49,2604.49,CREDIT_CARD,1,2,50000.00,841.99
INV-102194,CUST-01130,Construtora Rodrigues Comercial,MID,2026-01-13,2026-02-12,,25136.95,0.00,BANK_TRANSFER,3,0,120000.00,14872.61
INV-102218,CUST-01493,Construtora Martins ME,ENT,2026-01-13,2026-02-12,2026-02-11,46528.54,46528.54,PIX,2,0,300000.00,0.00
INV-102269,CUST-01056,Distribuidora Martins,SMB,2026-01-13,2026-02-12,2026-02-13,2874.44,2874.44,PIX,2,0,20000.00,280.52
INV-102272,CUST-01510,Alimentos Fernandes Ltda,SMB,2026-01-13,2026-02-12,2026-02-13,562.65,562.65,BOLETO,1,1,10000.00,0.00
INV-102321,CUST-01233,Logística Andrade Eireli,SMB,2026-01-13,2026-02-12,2026-02-13,890.14,890.14,BOLETO,2,0,30000.00,0.00
INV-102327,CUST-01398,Gráfica Nogueira S.A.,SMB,2026-01-13,2026-02-12,2026-02-07,5617.07,5617.07,BOLETO,1,0,15000.00,1262.75
INV-102351,CUST-01433,Construtora Nogueira ME,ENT,2026-01-13,2026-02-27,2026-02-23,67780.29,67780.29,PIX,2,2,300000.00,0.00
INV-102413,CUST-01323,Distribuidora Almeida S.A.,SMB,2026-01-13,2026-02-12,,1022.31,259.29,PIX,3,0,5000.00,0.00
INV-102661,CUST-01375,Mineração Pereira do Brasil,SMB,2026-01-13,2026-02-12,2026-02-09,2770.32,2770.32,PIX,1,0,10000.00,1059.52
INV-102733,CUST-01571,Atacadista Gomes S.A.,SMB,2026-01-13,2026-02-12,,3907.25,1993.11,BOLETO,3,0,15000.00,0.00
INV-102815,CUST-01223,Atacadista Oliveira ME,SMB,2026-01-13,2026-02-12,2026-02-10,3456.47,3456.47,BOLETO,1,1,5000.00,0.00
INV-102983,CUST-01581,Climatização Gomes do Brasil,SMB,2026-01-13,2026-02-12,,1421.82,1004.74,BANK_TRANSFER,1,1,15000.00,0.00
INV-102984,CUST-01285,Logística Almeida do Brasil,SMB,2026-01-13,2026-01-28,2026-01-27,1468.09,1468.09,BOLETO,1,1,10000.00,0.00
INV-102996,CUST-01105,Distribuidora Martins Ltda,SMB,2026-01-13,2026-02-12,,1385.25,414.11,PIX,3,0,20000.00,0.00
INV-103054,CUST-01091,Distribuidora Castro Ltda,SMB,2026-01-13,2026-01-28,,609.53,437.30,CREDIT_CARD,3,2,15000.00,581.52
INV-103146,CUST-01321,Indústria Santos Eireli,SMB,2026-01-13,2026-02-12,,2555.37,0.00,BANK_TRANSFER,3,1,20000.00,0.00
INV-103331,CUST-01202,Climatização Lima S.A.,SMB,2026-01-13,2026-02-12,2026-02-08,804.05,804.05,PIX,1,0,15000.00,0.00
INV-103513,CUST-01014,Refrigeração Moreira S.A.,ENT,2026-01-13,2026-01-28,2026-01-27,35786.64,35786.64,BANK_TRANSFER,1,1,800000.00,10537.16
INV-103535,CUST-01118,Engenharia Teixeira S.A.,MID,2026-01-13,2026-01-28,2026-01-23,3365.77,3365.77,BANK_TRANSFER,2,1,300000.00,0.00
INV-103582,CUST-01062,Exportadora Oliveira Eireli,SMB,2026-01-13,2026-01-28,,1353.16,1030.25,PIX,3,0,20000.00,2053.93
INV-103610,CUST-01341,Madeireira Castro ME,SMB,2026-01-13,2026-02-12,2026-03-05,4851.90,4851.90,BOLETO,3,0,10000.00,0.00
INV-103801,CUST-01322,Madeireira Santos S.A.,ENT,2026-01-13,2026-02-12,,21214.75,11191.90,BANK_TRANSFER,2,2,1500000.00,0.00
INV-103914,CUST-01598,Varejo Castro do Brasil,SMB,2026-01-13,2026-01-28,2026-01-27,3211.44,3211.44,PIX,2,0,50000.00,0.00
INV-103990,CUST-01290,Atacadista Lima Eireli,SMB,2026-01-13,2026-02-12,2026-02-11,997.77,997.77,BOLETO,1,0,15000.00,405.91
INV-104142,CUST-01087,Refrigeração Pinto Eireli,SMB,2026-01-13,2026-02-12,2026-02-11,3407.94,3407.94,PIX,1,5,50000.00,0.00
INV-104221,CUST-01515,Mineração Moreira Eireli,SMB,2026-01-13,2026-02-12,2026-02-07,6681.65,6681.65,BOLETO,1,0,15000.00,0.00
